,State,Place,CityFIPS,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
215,16,52120,1652120,"Meridian city, Idaho",78061.0,33.4,63571.0,26377.0,6492.0,8.31657293654962,4.413215305978658
216,16,56260,1656260,"Nampa city, Idaho",83140.0,30.3,40244.0,16813.0,19398.0,23.331729612701466,5.580947798893432
217,17,02154,1702154,"Arlington Heights village, Illinois",75492.0,41.9,77195.0,40189.0,3143.0,4.163355057489535,3.8083505537010542
218,17,03012,1703012,"Aurora city, Illinois",198726.0,31.5,62493.0,26221.0,27731.0,13.954389460865714,5.6177852923120275
219,17,06613,1706613,"Bloomington city, Illinois",77293.0,33.8,61664.0,33267.0,8923.0,11.544383061855537,3.832171089231884
220,17,07133,1707133,"Bolingbrook village, Illinois",73799.0,33.5,80421.0,27746.0,6192.0,8.390357592921314,4.977032209108525
221,17,12385,1712385,"Champaign city, Illinois",81925.0,26.7,40884.0,24733.0,19555.0,23.869392737259687,4.172108635947513
222,17,14000,1714000,"Chicago city, Illinois",2706101.0,33.3,47270.0,28436.0,601378.0,22.223043411905174,7.18720402527474
223,17,14351,1714351,"Cicero town, Illinois",83930.0,28.1,44177.0,14745.0,16422.0,19.566305254378648,6.604313118074586
224,17,18823,1718823,"Decatur city, Illinois",75982.0,38.9,39514.0,23130.0,16737.0,22.027585480771762,6.5397067726566815
225,17,23074,1723074,"Elgin city, Illinois",109825.0,32.7,58675.0,23453.0,14833.0,13.50603232415206,5.587980878670613
226,17,24582,1724582,"Evanston city, Illinois",74937.0,34.6,67038.0,41284.0,8829.0,11.781896793306377,4.519796629168502
227,17,38570,1738570,"Joliet city, Illinois",147459.0,32.4,61744.0,24118.0,17490.0,11.860924053465709,6.205792796641778
228,17,51622,1751622,"Naperville city, Illinois",143223.0,38.2,108302.0,46064.0,5790.0,4.042646781592342,3.852733150401821
229,17,57225,1757225,"Palatine village, Illinois",68738.0,36.5,72818.0,35407.0,6568.0,9.555122348628124,4.354214553813029
230,17,59000,1759000,"Peoria city, Illinois",115466.0,33.3,45270.0,27781.0,24975.0,21.629743820691804,5.002338350683318
231,17,65000,1765000,"Rockford city, Illinois",152138.0,35.8,38067.0,21570.0,37857.0,24.883329608644782,7.398546056869421
232,17,68003,1768003,"Schaumburg village, Illinois",74292.0,37.3,70798.0,35433.0,4492.0,6.046411457492058,4.408280837775266
233,17,72000,1772000,"Springfield city, Illinois",116495.0,38.4,49317.0,29016.0,19972.0,17.144083437057386,4.934117344092021
234,17,79293,1779293,"Waukegan city, Illinois",88560.0,30.8,46469.0,20226.0,16637.0,18.78613369467028,6.170957542908763
235,18,05860,1805860,"Bloomington city, Indiana",81115.0,23.3,27395.0,18987.0,26237.0,32.34543549281884,3.996794674227948
236,18,10342,1810342,"Carmel city, Indiana",81756.0,38.7,106121.0,51767.0,2904.0,3.552032878320857,2.8438279759283724
237,18,22000,1822000,"Evansville city, Indiana",119677.0,36.3,35839.0,20984.0,23230.0,19.410580144889995,4.216349006074684
238,18,23278,1823278,"Fishers town, Indiana",78927.0,33.8,90437.0,38577.0,2617.0,3.3157221229743943,2.720235154003066
239,18,25000,1825000,"Fort Wayne city, Indiana",254435.0,34.7,43969.0,23400.0,46591.0,18.311553048912295,5.54051132902313
240,18,27000,1827000,"Gary city, Indiana",79922.0,37.9,26885.0,15931.0,30163.0,37.74054703335752,7.956507594905032
241,18,31000,1831000,"Hammond city, Indiana",80122.0,33.2,38365.0,17920.0,18143.0,22.644217568208482,6.411472504430743
242,18,36003,1836003,"Indianapolis city (balance), Indiana",828841.0,33.8,41962.0,24012.0,169696.0,20.47389064971448,6.281421889119867
243,18,40788,1840788,"Lafayette city, Indiana",69181.0,31.3,39345.0,21646.0,13341.0,19.284196527948424,5.481273760136454
244,18,51876,1851876,"Muncie city, Indiana",69989.0,27.7,29287.0,17066.0,20847.0,29.786109245738615,7.391161468230722
245,18,71000,1871000,"South Bend city, Indiana",100863.0,33.9,34502.0,19181.0,27504.0,27.268671366110468,7.546870507520102
246,19,12000,1912000,"Cedar Rapids city, Iowa",127420.0,35.6,52216.0,28458.0,14688.0,11.527232773504945,3.490032961858421
247,19,19000,1919000,"Davenport city, Iowa",100564.0,34.9,44817.0,24499.0,17629.0,17.53013006642536,3.501252933455312
248,19,21000,1921000,"Des Moines city, Iowa",205415.0,33.5,45836.0,23928.0,36942.0,17.98408100674245,4.6909914076381956
249,19,38595,1938595,"Iowa City city, Iowa",69314.0,25.6,41410.0,25671.0,17618.0,25.417664541073954,3.1869463600427044
250,19,73335,1973335,"Sioux City city, Iowa",82602.0,34.4,43449.0,22143.0,13512.0,16.357957434444685,3.210576015108593
251,19,82425,1982425,"Waterloo city, Iowa",68327.0,35.5,40498.0,22010.0,13155.0,19.253003936950254,5.104863377581337
252,20,36000,2036000,"Kansas City city, Kansas",146581.0,33.0,38293.0,18574.0,36466.0,24.87771266398783,6.700049801816061
253,20,38900,2038900,"Lawrence city, Kansas",88921.0,26.2,45574.0,25322.0,17947.0,20.18308386095523,4.246465964170444
254,20,52575,2052575,"Olathe city, Kansas",128050.0,33.6,76379.0,31557.0,9146.0,7.142522452167122,3.296368606013276
255,20,53775,2053775,"Overland Park city, Kansas",176520.0,37.8,71094.0,39701.0,10184.0,5.769317924314525,2.918082936777702
256,20,71000,2071000,"Topeka city, Kansas",127625.0,35.9,40826.0,23641.0,26217.0,20.542213516160626,4.673065621939275
257,20,79000,2079000,"Wichita city, Kansas",383703.0,34.0,46011.0,24766.0,66412.0,17.308178460945054,4.90535648665765
258,21,46027,2146027,"Lexington-Fayette urban county, Kentucky",300843.0,33.9,48398.0,29251.0,54459.0,18.10213300625243,4.541239118078201
259,21,48006,2148006,"Louisville/Jefferson County metro government (balance), Kentucky",601611.0,37.4,44159.0,26098.0,108300.0,18.001665528057167,5.748398882334266
260,22,05000,2205000,"Baton Rouge city, Louisiana",229400.0,30.6,38593.0,23949.0,55941.0,24.385789014821274,5.219703574542284
261,22,39475,2239475,"Kenner city, Louisiana",66820.0,38.6,48750.0,26074.0,9809.0,14.679736605806644,4.781502544148458
262,22,40735,2240735,"Lafayette city, Louisiana",122009.0,34.2,46288.0,28451.0,23045.0,18.887950888868854,3.4636789089329474
263,22,41155,2241155,"Lake Charles city, Louisiana",72826.0,35.1,35981.0,23447.0,15073.0,20.697278444511575,5.543349902507346
264,22,55000,2255000,"New Orleans city, Louisiana",357013.0,35.0,37146.0,26500.0,94602.0,26.498194743608778,6.07008708366362
265,22,70000,2270000,"Shreveport city, Louisiana",200715.0,34.6,38633.0,23995.0,42203.0,21.026330867149937,4.22140846473856
266,23,60545,2360545,"Portland city, Maine",66227.0,37.0,44458.0,28913.0,13350.0,20.15794162501699,4.523834689779093
267,24,04000,2404000,"Baltimore city, Maryland",621445.0,34.5,41385.0,24750.0,142162.0,22.87603890931619,6.9951484041226495
268,25,07000,2507000,"Boston city, Massachusetts",629182.0,31.1,53601.0,33964.0,126226.0,20.061921669723546,6.221093419710036
269,25,09000,2509000,"Brockton city, Massachusetts",93911.0,35.6,49025.0,21942.0,16559.0,17.63265219196899,7.972441992950772
270,25,11000,2511000,"Cambridge city, Massachusetts",105737.0,30.8,72529.0,47448.0,13430.0,12.701324985577424,3.6638073711189083
271,25,23000,2523000,"Fall River city, Massachusetts",88811.0,38.7,33211.0,21257.0,20397.0,22.966749614349574,8.096969969936156
272,25,34550,2534550,"Lawrence city, Massachusetts",76820.0,30.9,32851.0,16987.0,22150.0,28.83363707367873,5.994532673782869
273,25,37000,2537000,"Lowell city, Massachusetts",107466.0,32.9,49452.0,23136.0,19670.0,18.303463420988965,6.176837325293581
274,25,37490,2537490,"Lynn city, Massachusetts",90788.0,34.2,44849.0,22982.0,18914.0,20.83314975547429,5.594351676433009
275,25,45000,2545000,"New Bedford city, Massachusetts",94927.0,36.9,35999.0,21056.0,21828.0,22.9945115720501,6.602968596921845
276,25,45560,2545560,"Newton city, Massachusetts",86241.0,40.1,119148.0,63872.0,4504.0,5.222573949745481,3.1678667918971253
277,25,55745,2555745,"Quincy city, Massachusetts",92595.0,38.4,61328.0,33131.0,9626.0,10.395809708947567,6.100761380204115
278,25,62535,2562535,"Somerville city, Massachusetts",76945.0,31.3,67118.0,34781.0,10989.0,14.281629735525375,4.647475469491195
279,25,67000,2567000,"Springfield city, Massachusetts",153428.0,32.2,34311.0,18133.0,43397.0,28.284928435487654,6.571160414005266
280,25,82000,2582000,"Worcester city, Massachusetts",181901.0,33.6,45932.0,24330.0,36635.0,20.140076195293044,5.650326276381109
281,26,03000,2603000,"Ann Arbor city, Michigan",115331.0,27.5,55003.0,34247.0,22914.0,19.86803201220834,4.090834207628478
282,26,21000,2621000,"Dearborn city, Michigan",97140.0,33.2,46739.0,21262.0,26611.0,27.394482190652667,4.943380687667284
283,26,22000,2622000,"Detroit city, Michigan",706663.0,34.9,26325.0,14870.0,273850.0,38.75255956516755,11.749730776904974
284,26,27440,2627440,"Farmington Hills city, Michigan",80376.0,42.7,69700.0,40604.0,5927.0,7.37409176868717,3.5881357619189806
285,26,29000,2629000,"Flint city, Michigan",101649.0,34.3,24834.0,14360.0,41286.0,40.61623823156155,10.307036960521009
286,26,80700,2680700,"Troy city, Michigan",81700.0,41.1,85685.0,40022.0,5841.0,7.149326805385557,4.381884944920441
287,26,34000,2634000,"Grand Rapids city, Michigan",189735.0,31.0,39227.0,20214.0,49016.0,25.833926265580942,6.8094974569794715
288,26,42160,2642160,"Kalamazoo city, Michigan",74812.0,25.9,31893.0,18468.0,23205.0,31.01775116291504,7.522857295621024
289,26,46000,2646000,"Lansing city, Michigan",114274.0,32.0,36054.0,19440.0,32642.0,28.564677879482648,7.820676619353484
290,26,49000,2649000,"Livonia city, Michigan",96233.0,44.2,68973.0,32249.0,5780.0,6.006255650348633,4.530670352166097
291,26,69035,2669035,"Rochester Hills city, Michigan",71737.0,41.3,78160.0,38892.0,4715.0,6.572619429304265,4.527649608988388
292,26,74900,2674900,"Southfield city, Michigan",72331.0,42.3,49841.0,28635.0,11379.0,15.731843884364933,7.038475895535801
293,26,76460,2676460,"Sterling Heights city, Michigan",130209.0,40.8,57075.0,26691.0,16784.0,12.890046002964464,6.157024476034683
294,26,84000,2684000,"Warren city, Michigan",134376.0,39.4,43962.0,21744.0,24228.0,18.03000535809966,7.247573971542537
295,26,86000,2686000,"Westland city, Michigan",83476.0,38.4,43993.0,23993.0,12822.0,15.3601035028032,6.921749964061527
296,26,88940,2688940,"Wyoming city, Michigan",72864.0,32.8,45477.0,21246.0,12106.0,16.6145147123408,6.243137900746596
297,27,06616,2706616,"Bloomington city, Minnesota",84451.0,42.3,61820.0,35874.0,8529.0,10.099347550650673,4.430971806136102
298,27,07966,2707966,"Brooklyn Park city, Minnesota",76781.0,32.7,64113.0,26917.0,9427.0,12.277777054219143,5.067659967960823
299,27,17000,2717000,"Duluth city, Minnesota",86234.0,32.8,43064.0,24926.0,17773.0,20.610200153071876,4.570123153280608
300,27,43000,2743000,"Minneapolis city, Minnesota",389112.0,31.6,49885.0,31281.0,84076.0,21.607146528505933,5.7417915664384545
301,27,51730,2751730,"Plymouth city, Minnesota",71852.0,40.0,84392.0,46948.0,3855.0,5.365195123309024,3.1049935979513443
302,27,54880,2754880,"Rochester city, Minnesota",108179.0,35.2,62575.0,32887.0,9796.0,9.055361946403647,2.445021677035284
303,27,58000,2758000,"St. Paul city, Minnesota",288802.0,31.0,47010.0,25695.0,64676.0,22.394581754973995,5.436942957458744
304,28,29700,2829700,"Gulfport city, Mississippi",69004.0,34.3,37610.0,20863.0,16480.0,23.882673468204743,5.533012578980928
305,28,36000,2836000,"Jackson city, Mississippi",173997.0,31.6,32708.0,18623.0,50577.0,29.0677425472853,6.0615987631970665
306,29,15670,2915670,"Columbia city, Missouri",111145.0,26.6,43262.0,26110.0,24946.0,22.444554410904676,3.2821989293265554
307,29,35000,2935000,"Independence city, Missouri",116881.0,39.4,44261.0,23408.0,20022.0,17.13024358107819,5.065836192366595
308,29,38000,2938000,"Kansas City city, Missouri",462378.0,35.0,45275.0,26889.0,86683.0,18.747215481705446,5.176716885318938
309,29,41348,2941348,"Lee's Summit city, Missouri",91758.0,36.9,77285.0,34353.0,6113.0,6.662089409097844,3.0275289348067744
310,29,54074,2954074,"O'Fallon city, Missouri",80617.0,34.3,76763.0,30650.0,3390.0,4.205068409888733,3.151940657677661
311,29,64550,2964550,"St. Joseph city, Missouri",76984.0,35.7,41969.0,21127.0,13800.0,17.925802764210744,4.420399043957186
312,29,65000,2965000,"St. Louis city, Missouri",318955.0,34.2,34582.0,23048.0,84785.0,26.582119734758823,7.639635685284758
313,29,70000,2970000,"Springfield city, Missouri",161189.0,32.9,32333.0,20634.0,38395.0,23.819863638337605,5.366371154359168
314,30,06550,3006550,"Billings city, Montana",105864.0,37.4,48908.0,27544.0,14441.0,13.641086677246278,2.854605909468752
315,30,50200,3050200,"Missoula city, Montana",67710.0,31.5,40682.0,24884.0,13428.0,19.831634913602127,5.619553980209718
316,31,28000,3128000,"Lincoln city, Nebraska",262365.0,31.9,49113.0,26188.0,40973.0,15.61679339850971,3.8766603777180646
317,31,37000,3137000,"Omaha city, Nebraska",422499.0,33.9,48052.0,27165.0,68464.0,16.20453539535005,4.159773159226412
318,32,31900,3231900,"Henderson city, Nevada",261953.0,40.9,64489.0,33448.0,25532.0,9.74678663729753,5.639943043217676
319,32,40000,3240000,"Las Vegas city, Nevada",591496.0,36.3,51143.0,25607.0,100024.0,16.910342588960873,7.020334879694875
320,32,51800,3251800,"North Las Vegas city, Nevada",219725.0,30.5,53751.0,20895.0,34586.0,15.740584821936512,6.214131300489248
321,32,60600,3260600,"Reno city, Nevada",228442.0,34.4,46770.0,26472.0,41572.0,18.198054648444682,6.0334789574596615
322,32,68400,3268400,"Sparks city, Nevada",91168.0,37.1,52581.0,25540.0,11837.0,12.983722358722359,6.110696735696735
323,33,45140,3345140,"Manchester city, New Hampshire",109942.0,36.1,54496.0,28055.0,15281.0,13.899146822870241,4.77160684724673
324,33,50260,3350260,"Nashua city, New Hampshire",86766.0,38.2,64661.0,32874.0,9165.0,10.562893299218588,5.0157895950026505
325,34,10000,3410000,"Camden city, New Jersey",77356.0,29.1,26202.0,13385.0,29728.0,38.430115311029525,10.034127928021098
326,34,13690,3413690,"Clifton city, New Jersey",84591.0,37.5,66382.0,30803.0,7479.0,8.841366102776892,4.519393316073814
327,34,21000,3421000,"Elizabeth city, New Jersey",125888.0,32.3,44110.0,19061.0,22680.0,18.016014234875446,6.555033045246568
328,34,36000,3436000,"Jersey City city, New Jersey",251717.0,33.3,58206.0,32751.0,45824.0,18.204571006328536,6.1215571455245374
329,34,51000,3451000,"Newark city, New Jersey",277357.0,32.3,33960.0,16972.0,77198.0,27.833442098090188,9.409894107594184
330,34,56550,3456550,"Passaic city, New Jersey",70172.0,28.8,32159.0,14881.0,21078.0,30.03762184347033,4.595850196659637
331,34,57000,3457000,"Paterson city, New Jersey",145920.0,32.3,32707.0,15876.0,41975.0,28.76576206140351,5.278234649122807
332,34,74000,3474000,"Trenton city, New Jersey",84609.0,33.2,36662.0,17532.0,21288.0,25.160443924405204,8.858395678946684
333,34,74630,3474630,"Union City city, New Jersey",67233.0,34.0,40763.0,19475.0,16307.0,24.254458376095073,7.521603974238841
334,35,02000,3502000,"Albuquerque city, New Mexico",549812.0,35.4,47989.0,26769.0,97304.0,17.697685754403324,4.320931518409929
335,35,63460,3563460,"Rio Rancho city, New Mexico",89098.0,36.4,59883.0,27311.0,10082.0,11.315629980470941,3.8003097712631035
336,35,39380,3539380,"Las Cruces city, New Mexico",99186.0,31.7,40040.0,21460.0,22265.0,22.447724477244773,5.418103361361482
337,35,70500,3570500,"Santa Fe city, New Mexico",68800.0,44.2,50283.0,33887.0,12090.0,17.572674418604652,5.3648255813953485
338,36,01000,3601000,"Albany city, New York",98142.0,30.7,40287.0,23860.0,22337.0,22.759878543335166,5.189419412687738
339,36,11000,3611000,"Buffalo city, New York",260568.0,33.5,30942.0,20392.0,77299.0,29.665576740044827,6.562586349820393
340,36,49121,3649121,"Mount Vernon city, New York",67653.0,37.7,49328.0,27454.0,10672.0,15.774614577328427,7.837050832926847
341,36,50617,3650617,"New Rochelle city, New York",77820.0,38.4,67094.0,40705.0,9299.0,11.949370341814443,4.442302749935749
342,36,51000,3651000,"New York city, New York",8268999.0,35.6,52259.0,32010.0,1653857.0,20.000691740318267,5.453973328573386
343,36,63000,3663000,"Rochester city, New York",210624.0,31.1,30875.0,18847.0,66312.0,31.48359161349134,6.557657247037374
344,36,65508,3665508,"Schenectady city, New York",65990.0,34.6,38381.0,20467.0,14994.0,22.721624488558874,5.750871344143052
345,36,73000,3673000,"Syracuse city, New York",144742.0,29.4,31365.0,19121.0,45605.0,31.50778626798027,5.62725401058435
346,36,84000,3684000,"Yonkers city, New York",197493.0,37.6,59195.0,29679.0,30362.0,15.3737094479298,4.6507977497936634
347,37,02140,3702140,"Asheville city, North Carolina",84883.0,38.0,42016.0,26912.0,16398.0,19.318355854529177,4.755958201288833
348,37,10740,3710740,"Cary town, North Carolina",141292.0,36.4,90250.0,41554.0,8663.0,6.131274240579792,2.9286866913908787
349,37,12000,3712000,"Charlotte city, North Carolina",757278.0,33.5,52375.0,31556.0,127166.0,16.792512128967168,6.2953103087637565
350,37,14100,3714100,"Concord city, North Carolina",80715.0,35.5,53337.0,25897.0,10045.0,12.445022610419377,6.4634826240475745
351,37,19000,3719000,"Durham city, North Carolina",234922.0,32.4,49160.0,28565.0,45149.0,19.218719404738593,4.754343995028137
352,37,22920,3722920,"Fayetteville city, North Carolina",201755.0,30.0,44900.0,23409.0,33559.0,16.633540680528363,5.864538673143168
353,37,25580,3725580,"Gastonia city, North Carolina",72300.0,36.6,40053.0,21531.0,15807.0,21.863070539419088,6.7704011065006915
354,37,28000,3728000,"Greensboro city, North Carolina",273228.0,34.2,41120.0,25861.0,53329.0,19.518131377457653,5.615090693486758
355,37,28080,3728080,"Greenville city, North Carolina",86249.0,26.1,35137.0,22836.0,24229.0,28.091919906317756,6.8766014678431056
356,37,31400,3731400,"High Point city, North Carolina",105723.0,35.7,43083.0,22940.0,22048.0,20.854497129290692,6.552973335981764
357,37,34200,3734200,"Jacksonville city, North Carolina",69415.0,23.3,42459.0,21210.0,8242.0,11.87351437009292,3.323489159403587
358,37,55000,3755000,"Raleigh city, North Carolina",414530.0,32.2,54448.0,30470.0,64072.0,15.456541142981207,4.918582491013919
359,37,74440,3774440,"Wilmington city, North Carolina",108530.0,34.6,41573.0,29017.0,24291.0,22.381829908780983,6.436008476918825
360,37,75000,3775000,"Winston-Salem city, North Carolina",232219.0,34.6,40148.0,24858.0,51700.0,22.263466813654354,5.804434606987369
361,38,25700,3825700,"Fargo city, North Dakota",108371.0,30.2,45458.0,29261.0,16977.0,15.66563010399461,2.989729724741859
362,39,01000,3901000,"Akron city, Ohio",199038.0,36.0,33909.0,19968.0,53304.0,26.780815723630663,7.795998754006773
363,39,12000,3912000,"Canton city, Ohio",73027.0,35.0,30209.0,16669.0,22340.0,30.591425089350516,7.320580059430074
364,39,15000,3915000,"Cincinnati city, Ohio",297150.0,32.3,34116.0,24779.0,86686.0,29.172471815581357,6.660272589601211
365,39,16000,3916000,"Cleveland city, Ohio",394335.0,36.0,26217.0,16992.0,135926.0,34.46967679764667,9.23580204648332
366,39,18000,3918000,"Columbus city, Ohio",800594.0,31.8,44072.0,24351.0,174607.0,21.809681311626118,5.3023130325733145
367,39,21000,3921000,"Dayton city, Ohio",143446.0,33.2,28456.0,16494.0,44929.0,31.321194038174646,8.34530067063564
368,39,61000,3961000,"Parma city, Ohio",81055.0,42.0,49654.0,24713.0,8667.0,10.692739497871816,4.970698908148788
369,39,77000,3977000,"Toledo city, Ohio",285459.0,34.8,33317.0,18760.0,75657.0,26.503630994293403,8.439040282492407
370,39,88000,3988000,"Youngstown city, Ohio",66511.0,38.9,24454.0,14876.0,22271.0,33.48468674354618,8.00920148546857
371,40,09050,4009050,"Broken Arrow city, Oklahoma",100464.0,36.0,65484.0,29103.0,7685.0,7.649506290810638,3.1404284121675428
372,40,23200,4023200,"Edmond city, Oklahoma",83390.0,35.7,71215.0,38011.0,7974.0,9.562297637606427,2.5758484230723107
373,40,41850,4041850,"Lawton city, Oklahoma",97147.0,30.1,43269.0,21146.0,16381.0,16.862074999742656,4.126735771562683
374,40,52500,4052500,"Norman city, Oklahoma",113743.0,30.2,49038.0,27749.0,18879.0,16.597944488891624,3.207230335053586
375,40,55000,4055000,"Oklahoma City city, Oklahoma",590995.0,33.6,45824.0,25640.0,105777.0,17.898120965490403,3.4792172522610176
376,40,75000,4075000,"Tulsa city, Oklahoma",393709.0,34.9,41241.0,27089.0,77516.0,19.688653294692273,4.064169221430041
377,41,05350,4105350,"Beaverton city, Oregon",91383.0,35.2,56107.0,30250.0,12499.0,13.677598678091112,5.7450510488821775
378,41,05800,4105800,"Bend city, Oregon",78128.0,37.8,53027.0,29650.0,9953.0,12.739350808928938,5.1146835961499075
379,41,23850,4123850,"Eugene city, Oregon",157318.0,34.2,42167.0,26017.0,36511.0,23.208405903965218,5.828322251744874
380,41,31250,4131250,"Gresham city, Oregon",107196.0,34.2,47417.0,21553.0,20835.0,19.436359565655437,6.318332773610956
381,41,34100,4134100,"Hillsboro city, Oregon",93880.0,32.2,65158.0,27502.0,12600.0,13.42138900724329,5.414358755858543
382,41,47000,4147000,"Medford city, Oregon",75902.0,37.8,41513.0,22963.0,15432.0,20.33148006640141,5.935284972727992
383,41,59000,4159000,"Portland city, Oregon",594687.0,36.3,52657.0,31839.0,103514.0,17.406467603966455,5.939763270426291
384,41,64900,4164900,"Salem city, Oregon",156937.0,35.0,45971.0,23316.0,27772.0,17.69627302675596,6.3261053798658065
385,42,02000,4202000,"Allentown city, Pennsylvania",118285.0,32.4,35560.0,17235.0,31479.0,26.612841864987107,7.301010271801158
386,42,06088,4206088,"Bethlehem city, Pennsylvania",75030.0,35.3,46292.0,23827.0,13604.0,18.131414101026255,4.8327335732373715
387,42,24000,4224000,"Erie city, Pennsylvania",101324.0,33.7,33049.0,18907.0,26827.0,26.476451778453278,5.626505072835656
388,42,60000,4260000,"Philadelphia city, Pennsylvania",1536704.0,33.6,37192.0,22279.0,395789.0,25.755708321186123,7.159413914455874
389,42,61000,4261000,"Pittsburgh city, Pennsylvania",306062.0,33.4,39195.0,26892.0,63807.0,20.847736733080225,5.075768961844332
390,42,63624,4263624,"Reading city, Pennsylvania",87978.0,29.4,26777.0,13306.0,33151.0,37.68101116188138,9.056809656959695
391,42,69000,4269000,"Scranton city, Pennsylvania",75982.0,37.8,38463.0,20244.0,14492.0,19.07293832749862,4.46158300650154
392,44,19180,4419180,"Cranston city, Rhode Island",80470.0,41.1,60283.0,29267.0,7740.0,9.61849136324096,5.508885298869144
393,44,54640,4454640,"Pawtucket city, Rhode Island",71163.0,37.3,40379.0,21637.0,13599.0,19.109649677500947,7.297331478436828
394,44,59000,4459000,"Providence city, Rhode Island",178056.0,28.8,37632.0,21676.0,47500.0,26.677000494226537,7.586938940558027
395,44,74300,4474300,"Warwick city, Rhode Island",82378.0,44.2,62295.0,33474.0,5899.0,7.160892471290879,5.261113404064192
396,45,13330,4513330,"Charleston city, South Carolina",123267.0,32.8,51737.0,32131.0,22919.0,18.59297297735809,4.5259477394598715
397,45,16000,4516000,"Columbia city, South Carolina",131004.0,28.5,41344.0,24779.0,24612.0,18.787212604195293,5.786082867698696
398,45,48535,4548535,"Mount Pleasant town, South Carolina",70131.0,38.1,76085.0,40870.0,5628.0,8.024981819737349,3.5747387032838547
399,45,50875,4550875,"North Charleston city, South Carolina",100018.0,30.8,39322.0,19717.0,22201.0,22.19700453918295,6.407846587614229
400,45,61405,4561405,"Rock Hill city, South Carolina",67390.0,31.9,42550.0,22416.0,12010.0,17.821635257456595,6.6033536132957416
401,46,52980,4652980,"Rapid City city, South Dakota",69000.0,36.2,46370.0,26412.0,10652.0,15.43768115942029,3.471014492753623
402,46,59020,4659020,"Sioux Falls city, South Dakota",157675.0,33.7,51672.0,27559.0,17088.0,10.837482162676391,2.645948945615982
403,47,14000,4714000,"Chattanooga city, Tennessee",170246.0,37.3,38064.0,23847.0,39146.0,22.993785463388274,5.954912303372766
404,47,15160,4715160,"Clarksville city, Tennessee",137145.0,28.5,47092.0,21079.0,24168.0,17.6222246527398,4.9874220715301325
405,47,40000,4740000,"Knoxville city, Tennessee",180830.0,34.1,33595.0,23336.0,39583.0,21.88962008516286,4.2393408173422555
406,47,48000,4748000,"Memphis city, Tennessee",650932.0,33.2,36912.0,21454.0,170736.0,26.229467901409055,7.092599534206338
407,47,51560,4751560,"Murfreesboro city, Tennessee",111814.0,29.9,49358.0,25443.0,18766.0,16.783229291501957,5.126370579712737
408,47,52006,4752006,"Nashville-Davidson metropolitan government (balance), Tennessee",614908.0,33.8,46686.0,27356.0,111947.0,18.20548765018507,4.9456178810488725
409,48,01000,4801000,"Abilene city, Texas",119721.0,31.2,42559.0,20762.0,20778.0,17.355351191520285,3.175716875067866
410,48,01924,4801924,"Allen city, Texas",87213.0,35.1,101636.0,39077.0,4622.0,5.299668627383532,3.1337071308176534
411,48,03000,4803000,"Amarillo city, Texas",193153.0,33.5,45984.0,24156.0,33304.0,17.242289790994704,2.807618830667916
412,48,04000,4804000,"Arlington city, Texas",371267.0,32.0,52933.0,25456.0,61097.0,16.45635082029914,5.034112916041555
413,48,05000,4805000,"Austin city, Texas",836800.0,31.5,53946.0,31990.0,155996.0,18.641969407265773,4.356716061185469
414,48,06128,4806128,"Baytown city, Texas",73043.0,31.8,46939.0,21262.0,14707.0,20.134715167777884,5.421464069109977
415,48,07000,4807000,"Beaumont city, Texas",117478.0,34.3,39526.0,23579.0,25884.0,22.033061509388993,5.141388174807198
416,48,10768,4810768,"Brownsville city, Texas",177795.0,29.2,32105.0,13947.0,62048.0,34.898619196265365,4.602491633622993
417,48,10912,4810912,"Bryan city, Texas",77139.0,28.7,38356.0,19816.0,20948.0,27.156172623445986,4.931357678995061
418,48,13024,4813024,"Carrollton city, Texas",122613.0,36.2,68811.0,31709.0,11645.0,9.497361617446764,3.9710308042377234
419,48,15976,4815976,"College Station city, Texas",96000.0,22.6,31596.0,20799.0,30481.0,31.751041666666666,3.9947916666666665
420,48,17000,4817000,"Corpus Christi city, Texas",308993.0,34.4,47481.0,24002.0,55002.0,17.800403245380963,3.9502513001912667
421,48,19000,4819000,"Dallas city, Texas",1222167.0,32.0,42846.0,27426.0,286669.0,23.45579613915283,4.8499918587230715
422,48,19972,4819972,"Denton city, Texas",117895.0,27.5,48182.0,24089.0,22089.0,18.736163535349252,5.593960727766233
423,48,22660,4822660,"Edinburg city, Texas",77415.0,27.9,41891.0,17103.0,19727.0,25.48214170380417,4.904734224633469
424,48,24000,4824000,"El Paso city, Texas",660795.0,32.3,41406.0,19669.0,140275.0,21.228217525859,3.7746956317768747
425,48,27000,4827000,"Fort Worth city, Texas",761092.0,31.5,51315.0,24489.0,144181.0,18.94396472436972,4.578421531168374
426,48,27684,4827684,"Frisco city, Texas",123663.0,34.5,108284.0,42307.0,5409.0,4.3739841343004775,2.725148184986617
427,48,29000,4829000,"Garland city, Texas",230177.0,33.5,51842.0,21633.0,37085.0,16.11151418256385,5.3867241296914985
428,48,30464,4830464,"Grand Prairie city, Texas",178195.0,31.5,53927.0,22452.0,27655.0,15.519515137910716,4.920452313476809
429,48,35000,4835000,"Houston city, Texas",2134707.0,32.4,45010.0,27305.0,480971.0,22.531007768279206,4.896222291864879
430,48,37000,4837000,"Irving city, Texas",220856.0,31.6,50778.0,27040.0,35421.0,16.038051943347703,4.750153946462854
