,Average Temperature,Historic Low Temp,Average High Temp,Average Low Temp,Historic High Temp,State_x,City,CityFIPS,State_y,Place,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
138,66.0,23.0,88.0,44.0,109.0,California,Visalia,682954.0,06,82954,"Visalia city, California",125502.0,31.2,52899.0,23144.0,23784.0,18.951092412869915,5.594333158037322
139,63.0,32.0,80.0,52.0,103.0,California,Vista,682996.0,06,82996,"Vista city, California",95066.0,33.9,47346.0,21114.0,14917.0,15.691204005638188,4.079271243136348
140,66.0,32.0,90.0,51.0,111.0,California,West Covina,684200.0,06,84200,"West Covina city, California",106731.0,35.7,67088.0,24859.0,10590.0,9.922140708884953,7.179732224002398
141,63.0,32.0,86.0,49.0,109.0,California,Westminster,684550.0,06,84550,"Westminster city, California",90625.0,39.0,52633.0,22950.0,15083.0,16.643310344827587,6.247724137931034
142,66.0,32.0,90.0,51.0,111.0,California,Whittier,685292.0,06,85292,"Whittier city, California",85832.0,34.9,68522.0,28149.0,10466.0,12.193587473203467,4.590362568738932
143,52.0,-13.0,78.0,28.0,104.0,Colorado,Arvada,803455.0,08,03455,"Arvada city, Colorado",108300.0,40.0,68210.0,33204.0,9167.0,8.464450600184673,4.331486611265005
144,49.0,-17.0,78.0,25.0,102.0,Colorado,Aurora,804000.0,08,04000,"Aurora city, Colorado",332820.0,33.3,50987.0,24173.0,55124.0,16.562706568114898,5.770386395048375
145,52.0,-13.0,78.0,27.0,104.0,Colorado,Boulder,807850.0,08,07850,"Boulder city, Colorado",100363.0,28.1,56312.0,37286.0,20908.0,20.83237846616781,4.59930452457579
146,50.0,-17.0,77.0,25.0,100.0,Colorado,Centennial,812815.0,08,12815,"Centennial city, Colorado",102625.0,41.1,89214.0,41323.0,5287.0,5.151766138855055,3.6989037758830694
147,50.0,-15.0,77.0,25.0,100.0,Colorado,Colorado Springs,816000.0,08,16000,"Colorado Springs city, Colorado",425805.0,34.6,53962.0,29062.0,57453.0,13.492795998168175,4.98819882340508
148,49.0,-17.0,78.0,25.0,102.0,Colorado,Denver,820000.0,08,20000,"Denver city, Colorado",619297.0,33.8,50313.0,33251.0,116284.0,18.77677431022595,4.978871203961912
149,50.0,-18.0,79.0,24.0,103.0,Colorado,Fort Collins,827425.0,08,27425,"Fort Collins city, Colorado",146822.0,29.5,53780.0,28729.0,25921.0,17.654711146830856,4.700930378281184
150,49.0,-32.0,79.0,21.0,106.0,Colorado,Greeley,832155.0,08,32155,"Greeley city, Colorado",94194.0,30.5,46272.0,21845.0,20314.0,21.56612947746141,5.173365607151198
151,52.0,-13.0,78.0,28.0,104.0,Colorado,Lakewood,843000.0,08,43000,"Lakewood city, Colorado",144530.0,38.8,56492.0,31094.0,17969.0,12.4327129315713,5.074379021656403
152,52.0,-13.0,78.0,27.0,104.0,Colorado,Longmont,845970.0,08,45970,"Longmont city, Colorado",87607.0,36.0,58698.0,29209.0,12811.0,14.623260698346023,4.587532959695001
153,50.0,-18.0,79.0,24.0,103.0,Colorado,Loveland,846465.0,08,46465,"Loveland city, Colorado",68712.0,37.7,54977.0,27878.0,7135.0,10.38392129467924,4.648387472348353
154,53.0,-20.0,84.0,25.0,107.0,Colorado,Pueblo,862000.0,08,62000,"Pueblo city, Colorado",107429.0,37.7,34663.0,20042.0,24612.0,22.91001498664234,5.894125422371985
155,52.0,-13.0,78.0,28.0,104.0,Colorado,Thornton,877290.0,08,77290,"Thornton city, Colorado",121814.0,32.0,64525.0,26228.0,11369.0,9.33308158339764,4.245817393731427
156,52.0,-13.0,78.0,27.0,104.0,Colorado,Westminster,883835.0,08,83835,"Westminster city, Colorado",108042.0,35.3,64884.0,31145.0,11360.0,10.514429573684309,4.997130745450844
157,53.0,-2.0,74.0,35.0,103.0,Connecticut,Bridgeport,908000.0,09,08000,"Bridgeport city, Connecticut",145587.0,32.3,41050.0,20132.0,33015.0,22.67716210925426,8.252110421947014
158,49.0,-14.0,74.0,28.0,97.0,Connecticut,Danbury,918430.0,09,18430,"Danbury city, Connecticut",81967.0,36.3,64969.0,30770.0,8293.0,10.117486305464395,5.357033928288214
159,51.0,-8.0,75.0,31.0,103.0,Connecticut,Hartford,937000.0,09,37000,"Hartford city, Connecticut",125130.0,30.1,29430.0,16619.0,39452.0,31.528810037560937,9.653959881723008
160,51.0,-8.0,75.0,31.0,103.0,Connecticut,New Britain,950370.0,09,50370,"New Britain city, Connecticut",73112.0,33.8,40294.0,20655.0,15658.0,21.416456942772733,7.693675456833351
161,52.0,-3.0,72.0,33.0,100.0,Connecticut,New Haven,952000.0,09,52000,"New Haven city, Connecticut",130338.0,30.4,37428.0,23339.0,32135.0,24.65512743789225,7.412266568460464
162,53.0,-2.0,74.0,35.0,103.0,Connecticut,Norwalk,955990.0,09,55990,"Norwalk city, Connecticut",86499.0,41.3,74728.0,43767.0,8343.0,9.645198210383935,5.827813038301021
163,51.0,-1.0,74.0,33.0,99.0,Connecticut,Stamford,973000.0,09,73000,"Stamford city, Connecticut",123995.0,36.3,76779.0,43647.0,13695.0,11.044800193556192,6.54703818702367
164,49.0,-9.0,72.0,29.0,97.0,Connecticut,Waterbury,980000.0,09,80000,"Waterbury city, Connecticut",110052.0,35.1,40639.0,21120.0,25247.0,22.94097335804892,6.7695271326282125
165,56.0,3.0,79.0,37.0,103.0,Delaware,Wilmington,1077580.0,10,77580,"Wilmington city, Delaware",71143.0,34.4,38727.0,25191.0,16381.0,23.025455772177164,6.783520515019046
166,58.0,5.0,81.0,41.0,105.0,District of Columbia,Washington,1150000.0,11,50000,"Washington city, District of Columbia",619371.0,33.8,65830.0,45290.0,109200.0,17.630789946574833,6.295741970482958
167,77.0,32.0,89.0,60.0,102.0,Florida,Boca Raton,1207300.0,12,07300,"Boca Raton city, Florida",86671.0,45.8,70699.0,47521.0,9304.0,10.734847872990965,5.099745012749363
168,75.0,32.0,89.0,59.0,98.0,Florida,Boynton Beach,1207875.0,12,07875,"Boynton Beach city, Florida",69257.0,43.3,44390.0,26145.0,12176.0,17.5808943500296,7.711855841286801
169,73.0,30.0,90.0,58.0,97.0,Florida,Cape Coral,1210275.0,12,10275,"Cape Coral city, Florida",158415.0,42.6,49170.0,23270.0,22129.0,13.969005460341508,7.142631695230881
170,72.0,30.0,88.0,58.0,97.0,Florida,Clearwater,1212875.0,12,12875,"Clearwater city, Florida",108551.0,44.5,42158.0,28180.0,17507.0,16.12790301333014,4.790375031091377
171,76.0,34.0,89.0,61.0,99.0,Florida,Coral Springs,1214400.0,12,14400,"Coral Springs city, Florida",123476.0,36.5,64753.0,29743.0,11984.0,9.705529819560077,6.845054909456088
172,75.0,34.0,90.0,61.0,117.0,Florida,Davie,1216475.0,12,16475,"Davie town, Florida",93842.0,37.9,59345.0,30790.0,11341.0,12.08520705014812,5.349417105347285
173,77.0,32.0,89.0,60.0,102.0,Florida,Deerfield Beach,1216725.0,12,16725,"Deerfield Beach city, Florida",76330.0,43.6,38353.0,23510.0,14381.0,18.840560723175685,5.637364077033932
174,70.0,25.0,89.0,54.0,100.0,Florida,Deltona,1217200.0,12,17200,"Deltona city, Florida",85415.0,38.0,47049.0,19893.0,12159.0,14.23520458935784,5.597377509805069
175,76.0,34.0,89.0,61.0,99.0,Florida,Fort Lauderdale,1224000.0,12,24000,"Fort Lauderdale city, Florida",168603.0,42.3,49119.0,35605.0,34269.0,20.325261116350244,6.839735947758936
176,68.0,17.0,87.0,48.0,99.0,Florida,Gainesville,1225175.0,12,25175,"Gainesville city, Florida",125845.0,25.0,32492.0,19616.0,38991.0,30.983352536850887,4.840875680400493
177,75.0,33.0,89.0,61.0,108.0,Florida,Hialeah,1230000.0,12,30000,"Hialeah city, Florida",228943.0,42.6,29961.0,14321.0,55681.0,24.320900835579163,6.6536212070253296
178,75.0,34.0,89.0,61.0,117.0,Florida,Hollywood,1232000.0,12,32000,"Hollywood city, Florida",143273.0,41.7,45585.0,26069.0,21942.0,15.314818563162634,7.18558276856072
179,71.0,24.0,88.0,55.0,102.0,Florida,Jacksonville,1235000.0,12,35000,"Jacksonville city, Florida",829721.0,35.5,47557.0,25374.0,140150.0,16.891220060719206,6.1636381386032175
180,71.0,27.0,89.0,54.0,102.0,Florida,Lakeland,1238250.0,12,38250,"Lakeland city, Florida",98970.0,40.3,39513.0,22921.0,18223.0,18.412650298070123,6.15641103364656
181,72.0,30.0,88.0,58.0,97.0,Florida,Largo,1239425.0,12,39425,"Largo city, Florida",77898.0,47.7,39735.0,26364.0,11516.0,14.783434748003799,6.3326401191301445
182,76.0,34.0,89.0,61.0,99.0,Florida,Lauderhill,1239550.0,12,39550,"Lauderhill city, Florida",68216.0,35.3,37074.0,18557.0,15552.0,22.79817051718072,8.74428286618975
183,73.0,30.0,87.0,60.0,99.0,Florida,Melbourne,1243975.0,12,43975,"Melbourne city, Florida",76768.0,44.8,40662.0,24502.0,11548.0,15.042726135889954,6.6681429762401
184,76.0,36.0,89.0,62.0,98.0,Florida,Miami,1245000.0,12,45000,"Miami city, Florida",407526.0,39.0,30375.0,21120.0,119610.0,29.35027458370754,6.755397201650938
185,76.0,36.0,89.0,62.0,98.0,Florida,Miami Beach,1245025.0,12,45025,"Miami Beach city, Florida",89412.0,39.3,43316.0,42085.0,14944.0,16.71364022726256,3.4178857424059412
186,75.0,34.0,90.0,61.0,117.0,Florida,Miami Gardens,1245060.0,12,45060,"Miami Gardens city, Florida",109150.0,33.6,42040.0,16627.0,22878.0,20.960146587265232,8.091617040769583
187,75.0,34.0,90.0,61.0,117.0,Florida,Miramar,1245975.0,12,45975,"Miramar city, Florida",124900.0,33.9,62649.0,24901.0,11903.0,9.530024019215372,6.495596477181746
188,71.0,28.0,89.0,57.0,99.0,Florida,Orlando,1253000.0,12,53000,"Orlando city, Florida",244931.0,32.8,42147.0,25805.0,46177.0,18.85306474068207,6.76721199031564
189,73.0,30.0,87.0,60.0,99.0,Florida,Palm Bay,1254000.0,12,54000,"Palm Bay city, Florida",103602.0,40.2,43076.0,20467.0,18989.0,18.328796741375648,6.345437346769367
190,73.0,25.0,88.0,50.0,99.0,Florida,Palm Coast,1254200.0,12,54200,"Palm Coast city, Florida",76455.0,46.1,47099.0,22651.0,13363.0,17.47825518278726,4.910077823556341
191,75.0,34.0,90.0,61.0,117.0,Florida,Pembroke Pines,1255775.0,12,55775,"Pembroke Pines city, Florida",157324.0,39.9,62116.0,28539.0,12884.0,8.189468866797183,5.519183341384658
192,76.0,34.0,89.0,61.0,99.0,Florida,Plantation,1257425.0,12,57425,"Plantation city, Florida",86999.0,40.8,65567.0,35163.0,7866.0,9.041483235439488,4.7230427935953285
193,76.0,34.0,88.0,61.0,102.0,Florida,Pompano Beach,1258050.0,12,58050,"Pompano Beach city, Florida",101749.0,42.4,40221.0,25559.0,22105.0,21.725029238616596,7.048717923517676
194,75.0,23.0,88.0,59.0,102.0,Florida,Port St. Lucie,1258715.0,12,58715,"Port St. Lucie city, Florida",166641.0,39.7,48962.0,22810.0,26759.0,16.057872912428515,7.565365066220198
195,74.0,33.0,87.0,62.0,98.0,Florida,St. Petersburg,1263000.0,12,63000,"St. Petersburg city, Florida",246642.0,41.8,45044.0,27972.0,40714.0,16.50732640831651,6.108448682706109
196,67.0,14.0,88.0,46.0,103.0,Florida,Tallahassee,1270600.0,12,70600,"Tallahassee city, Florida",183638.0,26.1,39524.0,23778.0,51478.0,28.032324464435465,7.238153323386228
197,73.0,25.0,88.0,57.0,99.0,Florida,Tampa,1271000.0,12,71000,"Tampa city, Florida",343768.0,34.8,43242.0,29009.0,71191.0,20.709024691070724,6.519804053896814
198,75.0,32.0,89.0,59.0,98.0,Florida,West Palm Beach,1276600.0,12,76600,"West Palm Beach city, Florida",100778.0,39.9,44897.0,29955.0,19025.0,18.878128162892693,5.93581932564647
199,65.0,16.0,87.0,46.0,104.0,Georgia,Albany,1301052.0,13,01052,"Albany city, Georgia",77196.0,31.6,28717.0,16731.0,25305.0,32.78019586507073,7.979688066739209
200,60.0,7.0,84.0,41.0,108.0,Georgia,Athens,1303440.0,13,03440,"Athens-Clarke County unified government (balance), Georgia",117749.0,26.1,32853.0,19199.0,39552.0,33.59009418339009,4.410228536972713
201,61.0,10.0,82.0,41.0,103.0,Georgia,Atlanta,1304000.0,13,04000,"Atlanta city, Georgia",432589.0,33.2,46631.0,35890.0,101369.0,23.433097004315876,7.178638384240006
202,62.0,10.0,87.0,41.0,106.0,Georgia,Augusta,1304204.0,13,04204,"Augusta-Richmond County consolidated government (balance), Georgia",196395.0,33.1,37560.0,20555.0,47815.0,24.34634282950177,5.82601390055755
203,65.0,16.0,85.0,46.0,104.0,Georgia,Columbus,1319000.0,13,19000,"Columbus city, Georgia",194949.0,33.3,41339.0,22856.0,35819.0,18.373523331743172,5.155194435467738
204,60.0,9.0,82.0,41.0,104.0,Georgia,Johns Creek,1342425.0,13,42425,"Johns Creek city, Georgia",79352.0,37.9,109224.0,43790.0,3925.0,4.946315152737171,3.8070874080048394
205,62.0,11.0,86.0,41.0,106.0,Georgia,Macon,1349000.0,13,49000,"Macon city, Georgia",91316.0,33.2,25773.0,16051.0,30230.0,33.10482281308862,6.757851855096588
206,60.0,9.0,82.0,41.0,104.0,Georgia,Roswell,1367284.0,13,67284,"Roswell city, Georgia",90959.0,38.9,79579.0,41875.0,8170.0,8.982068844204532,4.244769621477809
207,60.0,9.0,82.0,41.0,104.0,Georgia,Sandy Springs,1368516.0,13,68516,"Sandy Springs city, Georgia",96584.0,35.2,63134.0,49964.0,11935.0,12.357119191584527,4.401350120102708
208,65.0,18.0,86.0,47.0,99.0,Georgia,Savannah,1369000.0,13,69000,"Savannah city, Georgia",139620.0,31.6,35838.0,19900.0,34417.0,24.65047987394356,5.757771092966624
209,63.0,15.0,86.0,44.0,107.0,Georgia,Warner Robins,1380508.0,13,80508,"Warner Robins city, Georgia",69695.0,31.1,44964.0,21194.0,14112.0,20.24822440634192,5.779467680608365
210,79.0,55.0,87.0,68.0,93.0,Hawaii,Honolulu,287601.0,,,,,,,,,,
211,55.0,-11.0,78.0,31.0,110.0,Idaho,Boise City,1608830.0,16,08830,"Boise City city, Idaho",209726.0,35.8,48524.0,27978.0,32129.0,15.319512125344497,4.832018919924091
212,55.0,-11.0,78.0,31.0,110.0,Idaho,Meridian,1652120.0,16,52120,"Meridian city, Idaho",78061.0,33.4,63571.0,26377.0,6492.0,8.31657293654962,4.413215305978658
213,53.0,-19.0,77.0,29.0,109.0,Idaho,Nampa,1656260.0,16,56260,"Nampa city, Idaho",83140.0,30.3,40244.0,16813.0,19398.0,23.331729612701466,5.580947798893432
214,50.0,-21.0,74.0,29.0,103.0,Illinois,Arlington Heights,1702154.0,17,02154,"Arlington Heights village, Illinois",75492.0,41.9,77195.0,40189.0,3143.0,4.163355057489535,3.8083505537010542
215,48.0,-25.0,73.0,25.0,98.0,Illinois,Aurora,1703012.0,17,03012,"Aurora city, Illinois",198726.0,31.5,62493.0,26221.0,27731.0,13.954389460865714,5.6177852923120275
216,51.0,-21.0,75.0,29.0,100.0,Illinois,Bloomington,1706613.0,17,06613,"Bloomington city, Illinois",77293.0,33.8,61664.0,33267.0,8923.0,11.544383061855537,3.832171089231884
217,50.0,-23.0,74.0,27.0,97.0,Illinois,Bolingbrook,1707133.0,17,07133,"Bolingbrook village, Illinois",73799.0,33.5,80421.0,27746.0,6192.0,8.390357592921314,4.977032209108525
218,51.0,-16.0,76.0,28.0,100.0,Illinois,Champaign,1712385.0,17,12385,"Champaign city, Illinois",81925.0,26.7,40884.0,24733.0,19555.0,23.869392737259687,4.172108635947513
219,52.0,-22.0,75.0,31.0,102.0,Illinois,Chicago,1714000.0,17,14000,"Chicago city, Illinois",2706101.0,33.3,47270.0,28436.0,601378.0,22.223043411905174,7.18720402527474
220,52.0,-22.0,75.0,31.0,102.0,Illinois,Cicero,1714351.0,17,14351,"Cicero town, Illinois",83930.0,28.1,44177.0,14745.0,16422.0,19.566305254378648,6.604313118074586
221,53.0,-16.0,77.0,30.0,104.0,Illinois,Decatur,1718823.0,17,18823,"Decatur city, Illinois",75982.0,38.9,39514.0,23130.0,16737.0,22.027585480771762,6.5397067726566815
222,49.0,-24.0,73.0,26.0,99.0,Illinois,Elgin,1723074.0,17,23074,"Elgin city, Illinois",109825.0,32.7,58675.0,23453.0,14833.0,13.50603232415206,5.587980878670613
223,50.0,-21.0,74.0,29.0,103.0,Illinois,Evanston,1724582.0,17,24582,"Evanston city, Illinois",74937.0,34.6,67038.0,41284.0,8829.0,11.781896793306377,4.519796629168502
224,51.0,-21.0,75.0,27.0,100.0,Illinois,Joliet,1738570.0,17,38570,"Joliet city, Illinois",147459.0,32.4,61744.0,24118.0,17490.0,11.860924053465709,6.205792796641778
225,50.0,-23.0,74.0,27.0,97.0,Illinois,Naperville,1751622.0,17,51622,"Naperville city, Illinois",143223.0,38.2,108302.0,46064.0,5790.0,4.042646781592342,3.852733150401821
226,50.0,-21.0,74.0,29.0,103.0,Illinois,Palatine,1757225.0,17,57225,"Palatine village, Illinois",68738.0,36.5,72818.0,35407.0,6568.0,9.555122348628124,4.354214553813029
227,52.0,-20.0,77.0,29.0,104.0,Illinois,Peoria,1759000.0,17,59000,"Peoria city, Illinois",115466.0,33.3,45270.0,27781.0,24975.0,21.629743820691804,5.002338350683318
228,49.0,-25.0,74.0,26.0,102.0,Illinois,Rockford,1765000.0,17,65000,"Rockford city, Illinois",152138.0,35.8,38067.0,21570.0,37857.0,24.883329608644782,7.398546056869421
229,50.0,-23.0,75.0,29.0,103.0,Illinois,Schaumburg,1768003.0,17,68003,"Schaumburg village, Illinois",74292.0,37.3,70798.0,35433.0,4492.0,6.046411457492058,4.408280837775266
230,53.0,-14.0,78.0,30.0,103.0,Illinois,Springfield,1772000.0,17,72000,"Springfield city, Illinois",116495.0,38.4,49317.0,29016.0,19972.0,17.144083437057386,4.934117344092021
231,47.0,-23.0,72.0,26.0,104.0,Illinois,Waukegan,1779293.0,17,79293,"Waukegan city, Illinois",88560.0,30.8,46469.0,20226.0,16637.0,18.78613369467028,6.170957542908763
232,52.0,-16.0,77.0,29.0,103.0,Indiana,Bloomington,1805860.0,18,05860,"Bloomington city, Indiana",81115.0,23.3,27395.0,18987.0,26237.0,32.34543549281884,3.996794674227948
233,53.0,-13.0,76.0,31.0,102.0,Indiana,Carmel,1810342.0,18,10342,"Carmel city, Indiana",81756.0,38.7,106121.0,51767.0,2904.0,3.552032878320857,2.8438279759283724
234,56.0,-3.0,80.0,34.0,107.0,Indiana,Evansville,1822000.0,18,22000,"Evansville city, Indiana",119677.0,36.3,35839.0,20984.0,23230.0,19.410580144889995,4.216349006074684
235,53.0,-13.0,76.0,31.0,102.0,Indiana,Fishers,1823278.0,18,23278,"Fishers town, Indiana",78927.0,33.8,90437.0,38577.0,2617.0,3.3157221229743943,2.720235154003066
236,50.0,-15.0,75.0,28.0,103.0,Indiana,Fort Wayne,1825000.0,18,25000,"Fort Wayne city, Indiana",254435.0,34.7,43969.0,23400.0,46591.0,18.311553048912295,5.54051132902313
237,52.0,-20.0,76.0,30.0,100.0,Indiana,Gary,1827000.0,18,27000,"Gary city, Indiana",79922.0,37.9,26885.0,15931.0,30163.0,37.74054703335752,7.956507594905032
238,52.0,-20.0,76.0,30.0,100.0,Indiana,Hammond,1831000.0,18,31000,"Hammond city, Indiana",80122.0,33.2,38365.0,17920.0,18143.0,22.644217568208482,6.411472504430743
239,53.0,-14.0,77.0,31.0,105.0,Indiana,Indianapolis,1836003.0,18,36003,"Indianapolis city (balance), Indiana",828841.0,33.8,41962.0,24012.0,169696.0,20.47389064971448,6.281421889119867
240,51.0,-18.0,75.0,28.0,101.0,Indiana,Lafayette,1840788.0,18,40788,"Lafayette city, Indiana",69181.0,31.3,39345.0,21646.0,13341.0,19.284196527948424,5.481273760136454
241,52.0,-13.0,76.0,29.0,97.0,Indiana,Muncie,1851876.0,18,51876,"Muncie city, Indiana",69989.0,27.7,29287.0,17066.0,20847.0,29.786109245738615,7.391161468230722
242,49.0,-20.0,74.0,27.0,100.0,Indiana,South Bend,1871000.0,18,71000,"South Bend city, Indiana",100863.0,33.9,34502.0,19181.0,27504.0,27.268671366110468,7.546870507520102
243,48.0,-25.0,73.0,24.0,102.0,Iowa,Cedar Rapids,1912000.0,19,12000,"Cedar Rapids city, Iowa",127420.0,35.6,52216.0,28458.0,14688.0,11.527232773504945,3.490032961858421
244,50.0,-26.0,76.0,24.0,100.0,Iowa,Davenport,1919000.0,19,19000,"Davenport city, Iowa",100564.0,34.9,44817.0,24499.0,17629.0,17.53013006642536,3.501252933455312
245,52.0,-20.0,78.0,28.0,105.0,Iowa,Des Moines,1921000.0,19,21000,"Des Moines city, Iowa",205415.0,33.5,45836.0,23928.0,36942.0,17.98408100674245,4.6909914076381956
246,50.0,-24.0,74.0,26.0,105.0,Iowa,Iowa City,1938595.0,19,38595,"Iowa City city, Iowa",69314.0,25.6,41410.0,25671.0,17618.0,25.417664541073954,3.1869463600427044
247,49.0,-24.0,77.0,22.0,104.0,Iowa,Sioux City,1973335.0,19,73335,"Sioux City city, Iowa",82602.0,34.4,43449.0,22143.0,13512.0,16.357957434444685,3.210576015108593
248,47.0,-26.0,73.0,21.0,103.0,Iowa,Waterloo,1982425.0,19,82425,"Waterloo city, Iowa",68327.0,35.5,40498.0,22010.0,13155.0,19.253003936950254,5.104863377581337
249,57.0,-7.0,81.0,35.0,105.0,Kansas,Kansas City,2036000.0,20,36000,"Kansas City city, Kansas",146581.0,33.0,38293.0,18574.0,36466.0,24.87771266398783,6.700049801816061
250,54.0,-15.0,81.0,28.0,107.0,Kansas,Lawrence,2038900.0,20,38900,"Lawrence city, Kansas",88921.0,26.2,45574.0,25322.0,17947.0,20.18308386095523,4.246465964170444
251,55.0,-9.0,79.0,32.0,103.0,Kansas,Overland Park,2053775.0,20,53775,"Overland Park city, Kansas",176520.0,37.8,71094.0,39701.0,10184.0,5.769317924314525,2.918082936777702
252,55.0,-9.0,83.0,31.0,109.0,Kansas,Topeka,2071000.0,20,71000,"Topeka city, Kansas",127625.0,35.9,40826.0,23641.0,26217.0,20.542213516160626,4.673065621939275
253,57.0,-15.0,84.0,33.0,109.0,Kansas,Wichita,2079000.0,20,79000,"Wichita city, Kansas",383703.0,34.0,46011.0,24766.0,66412.0,17.308178460945054,4.90535648665765
254,55.0,-7.0,79.0,32.0,105.0,Kentucky,Lexington,2146027.0,21,46027,"Lexington-Fayette urban county, Kentucky",300843.0,33.9,48398.0,29251.0,54459.0,18.10213300625243,4.541239118078201
255,58.0,-3.0,81.0,37.0,104.0,Kentucky,Louisville,2148006.0,21,48006,"Louisville/Jefferson County metro government (balance), Kentucky",601611.0,37.4,44159.0,26098.0,108300.0,18.001665528057167,5.748398882334266
256,67.0,19.0,87.0,46.0,106.0,Louisiana,Baton Rouge,2205000.0,22,05000,"Baton Rouge city, Louisiana",229400.0,30.6,38593.0,23949.0,55941.0,24.385789014821274,5.219703574542284
257,69.0,21.0,87.0,52.0,101.0,Louisiana,Kenner,2239475.0,22,39475,"Kenner city, Louisiana",66820.0,38.6,48750.0,26074.0,9809.0,14.679736605806644,4.781502544148458
258,68.0,19.0,86.0,49.0,101.0,Louisiana,Lafayette,2240735.0,22,40735,"Lafayette city, Louisiana",122009.0,34.2,46288.0,28451.0,23045.0,18.887950888868854,3.4636789089329474
259,67.0,19.0,86.0,48.0,102.0,Louisiana,Lake Charles,2241155.0,22,41155,"Lake Charles city, Louisiana",72826.0,35.1,35981.0,23447.0,15073.0,20.697278444511575,5.543349902507346
260,70.0,23.0,85.0,56.0,99.0,Louisiana,New Orleans,2255000.0,22,55000,"New Orleans city, Louisiana",357013.0,35.0,37146.0,26500.0,94602.0,26.498194743608778,6.07008708366362
261,66.0,16.0,88.0,44.0,108.0,Louisiana,Shreveport,2270000.0,22,70000,"Shreveport city, Louisiana",200715.0,34.6,38633.0,23995.0,42203.0,21.026330867149937,4.22140846473856
262,46.0,-17.0,72.0,26.0,100.0,Maine,Portland,2360545.0,23,60545,"Portland city, Maine",66227.0,37.0,44458.0,28913.0,13350.0,20.15794162501699,4.523834689779093
263,58.0,1.0,80.0,41.0,107.0,Maryland,Baltimore,2404000.0,24,04000,"Baltimore city, Maryland",621445.0,34.5,41385.0,24750.0,142162.0,22.87603890931619,6.9951484041226495
264,51.0,-6.0,76.0,34.0,103.0,Massachusetts,Boston,2507000.0,25,07000,"Boston city, Massachusetts",629182.0,31.1,53601.0,33964.0,126226.0,20.061921669723546,6.221093419710036
265,49.0,-21.0,76.0,25.0,101.0,Massachusetts,Brockton,2509000.0,25,09000,"Brockton city, Massachusetts",93911.0,35.6,49025.0,21942.0,16559.0,17.63265219196899,7.972441992950772
266,51.0,-6.0,76.0,34.0,103.0,Massachusetts,Cambridge,2511000.0,25,11000,"Cambridge city, Massachusetts",105737.0,30.8,72529.0,47448.0,13430.0,12.701324985577424,3.6638073711189083
267,50.0,-12.0,73.0,28.0,102.0,Massachusetts,Fall River,2523000.0,25,23000,"Fall River city, Massachusetts",88811.0,38.7,33211.0,21257.0,20397.0,22.966749614349574,8.096969969936156
268,50.0,-9.0,75.0,30.0,103.0,Massachusetts,Lawrence,2534550.0,25,34550,"Lawrence city, Massachusetts",76820.0,30.9,32851.0,16987.0,22150.0,28.83363707367873,5.994532673782869
269,50.0,-9.0,75.0,30.0,103.0,Massachusetts,Lowell,2537000.0,25,37000,"Lowell city, Massachusetts",107466.0,32.9,49452.0,23136.0,19670.0,18.303463420988965,6.176837325293581
270,49.0,-8.0,74.0,29.0,100.0,Massachusetts,Lynn,2537490.0,25,37490,"Lynn city, Massachusetts",90788.0,34.2,44849.0,22982.0,18914.0,20.83314975547429,5.594351676433009
271,50.0,-12.0,73.0,28.0,102.0,Massachusetts,New Bedford,2545000.0,25,45000,"New Bedford city, Massachusetts",94927.0,36.9,35999.0,21056.0,21828.0,22.9945115720501,6.602968596921845
272,51.0,-6.0,76.0,34.0,103.0,Massachusetts,Newton,2545560.0,25,45560,"Newton city, Massachusetts",86241.0,40.1,119148.0,63872.0,4504.0,5.222573949745481,3.1678667918971253
273,51.0,-6.0,76.0,34.0,103.0,Massachusetts,Quincy,2555745.0,25,55745,"Quincy city, Massachusetts",92595.0,38.4,61328.0,33131.0,9626.0,10.395809708947567,6.100761380204115
274,51.0,-6.0,76.0,34.0,103.0,Massachusetts,Somerville,2562535.0,25,62535,"Somerville city, Massachusetts",76945.0,31.3,67118.0,34781.0,10989.0,14.281629735525375,4.647475469491195
275,48.0,-21.0,74.0,24.0,101.0,Massachusetts,Springfield,2567000.0,25,67000,"Springfield city, Massachusetts",153428.0,32.2,34311.0,18133.0,43397.0,28.284928435487654,6.571160414005266
276,49.0,-14.0,74.0,28.0,103.0,Massachusetts,Worcester,2582000.0,25,82000,"Worcester city, Massachusetts",181901.0,33.6,45932.0,24330.0,36635.0,20.140076195293044,5.650326276381109
277,47.0,-30.0,73.0,22.0,102.0,Michigan,Ann Arbor,2603000.0,26,03000,"Ann Arbor city, Michigan",115331.0,27.5,55003.0,34247.0,22914.0,19.86803201220834,4.090834207628478
278,50.0,-14.0,74.0,30.0,101.0,Michigan,Dearborn,2621000.0,26,21000,"Dearborn city, Michigan",97140.0,33.2,46739.0,21262.0,26611.0,27.394482190652667,4.943380687667284
279,50.0,-12.0,74.0,31.0,100.0,Michigan,Detroit,2622000.0,26,22000,"Detroit city, Michigan",706663.0,34.9,26325.0,14870.0,273850.0,38.75255956516755,11.749730776904974
280,48.0,-19.0,72.0,27.0,99.0,Michigan,Farmington Hills,2627440.0,26,27440,"Farmington Hills city, Michigan",80376.0,42.7,69700.0,40604.0,5927.0,7.37409176868717,3.5881357619189806
