,Average Temperature,Historic Low Temp,Average High Temp,Average Low Temp,Historic High Temp,State_x,City,CityFIPS,State_y,Place,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
281,48.0,-21.0,74.0,25.0,100.0,Michigan,Flint,2629000.0,26,29000,"Flint city, Michigan",101649.0,34.3,24834.0,14360.0,41286.0,40.61623823156155,10.307036960521009
282,50.0,-12.0,74.0,31.0,100.0,Michigan,Troy,2680700.0,26,80700,"Troy city, Michigan",81700.0,41.1,85685.0,40022.0,5841.0,7.149326805385557,4.381884944920441
283,49.0,-11.0,73.0,28.0,101.0,Michigan,Grand Rapids,2634000.0,26,34000,"Grand Rapids city, Michigan",189735.0,31.0,39227.0,20214.0,49016.0,25.833926265580942,6.8094974569794715
284,49.0,-15.0,73.0,27.0,103.0,Michigan,Kalamazoo,2642160.0,26,42160,"Kalamazoo city, Michigan",74812.0,25.9,31893.0,18468.0,23205.0,31.01775116291504,7.522857295621024
285,48.0,-14.0,73.0,26.0,98.0,Michigan,Lansing,2646000.0,26,46000,"Lansing city, Michigan",114274.0,32.0,36054.0,19440.0,32642.0,28.564677879482648,7.820676619353484
286,50.0,-14.0,74.0,30.0,101.0,Michigan,Livonia,2649000.0,26,49000,"Livonia city, Michigan",96233.0,44.2,68973.0,32249.0,5780.0,6.006255650348633,4.530670352166097
287,48.0,-19.0,72.0,27.0,99.0,Michigan,Rochester Hills,2669035.0,26,69035,"Rochester Hills city, Michigan",71737.0,41.3,78160.0,38892.0,4715.0,6.572619429304265,4.527649608988388
288,50.0,-12.0,74.0,31.0,100.0,Michigan,Southfield,2674900.0,26,74900,"Southfield city, Michigan",72331.0,42.3,49841.0,28635.0,11379.0,15.731843884364933,7.038475895535801
289,48.0,-16.0,72.0,28.0,97.0,Michigan,Sterling Heights,2676460.0,26,76460,"Sterling Heights city, Michigan",130209.0,40.8,57075.0,26691.0,16784.0,12.890046002964464,6.157024476034683
290,50.0,-12.0,74.0,31.0,100.0,Michigan,Warren,2684000.0,26,84000,"Warren city, Michigan",134376.0,39.4,43962.0,21744.0,24228.0,18.03000535809966,7.247573971542537
291,50.0,-14.0,74.0,30.0,101.0,Michigan,Westland,2686000.0,26,86000,"Westland city, Michigan",83476.0,38.4,43993.0,23993.0,12822.0,15.3601035028032,6.921749964061527
292,47.0,-28.0,72.0,25.0,101.0,Minnesota,Bloomington,2706616.0,27,06616,"Bloomington city, Minnesota",84451.0,42.3,61820.0,35874.0,8529.0,10.099347550650673,4.430971806136102
293,46.0,-29.0,71.0,23.0,98.0,Minnesota,Brooklyn Park,2707966.0,27,07966,"Brooklyn Park city, Minnesota",76781.0,32.7,64113.0,26917.0,9427.0,12.277777054219143,5.067659967960823
294,42.0,-26.0,65.0,23.0,93.0,Minnesota,Duluth,2717000.0,27,17000,"Duluth city, Minnesota",86234.0,32.8,43064.0,24926.0,17773.0,20.610200153071876,4.570123153280608
295,47.0,-28.0,72.0,25.0,101.0,Minnesota,Minneapolis,2743000.0,27,43000,"Minneapolis city, Minnesota",389112.0,31.6,49885.0,31281.0,84076.0,21.607146528505933,5.7417915664384545
296,46.0,-29.0,71.0,23.0,98.0,Minnesota,Plymouth,2751730.0,27,51730,"Plymouth city, Minnesota",71852.0,40.0,84392.0,46948.0,3855.0,5.365195123309024,3.1049935979513443
297,45.0,-29.0,70.0,21.0,96.0,Minnesota,Rochester,2754880.0,27,54880,"Rochester city, Minnesota",108179.0,35.2,62575.0,32887.0,9796.0,9.055361946403647,2.445021677035284
298,46.0,-27.0,70.0,25.0,97.0,Minnesota,St. Paul,2758000.0,27,58000,"St. Paul city, Minnesota",288802.0,31.0,47010.0,25695.0,64676.0,22.394581754973995,5.436942957458744
299,68.0,18.0,84.0,50.0,102.0,Mississippi,Gulfport,2829700.0,28,29700,"Gulfport city, Mississippi",69004.0,34.3,37610.0,20863.0,16480.0,23.882673468204743,5.533012578980928
300,64.0,13.0,86.0,45.0,102.0,Mississippi,Jackson,2836000.0,28,36000,"Jackson city, Mississippi",173997.0,31.6,32708.0,18623.0,50577.0,29.0677425472853,6.0615987631970665
301,55.0,-11.0,80.0,32.0,106.0,Missouri,Columbia,2915670.0,29,15670,"Columbia city, Missouri",111145.0,26.6,43262.0,26110.0,24946.0,22.444554410904676,3.2821989293265554
302,56.0,-8.0,79.0,33.0,104.0,Missouri,Independence,2935000.0,29,35000,"Independence city, Missouri",116881.0,39.4,44261.0,23408.0,20022.0,17.13024358107819,5.065836192366595
303,57.0,-7.0,81.0,35.0,105.0,Missouri,Kansas City,2938000.0,29,38000,"Kansas City city, Missouri",462378.0,35.0,45275.0,26889.0,86683.0,18.747215481705446,5.176716885318938
304,56.0,-8.0,79.0,33.0,104.0,Missouri,Lee's Summit,2941348.0,29,41348,"Lee's Summit city, Missouri",91758.0,36.9,77285.0,34353.0,6113.0,6.662089409097844,3.0275289348067744
305,55.0,-11.0,81.0,31.0,106.0,Missouri,O'Fallon,2954074.0,29,54074,"O'Fallon city, Missouri",80617.0,34.3,76763.0,30650.0,3390.0,4.205068409888733,3.151940657677661
306,53.0,-17.0,79.0,28.0,104.0,Missouri,St. Joseph,2964550.0,29,64550,"St. Joseph city, Missouri",76984.0,35.7,41969.0,21127.0,13800.0,17.925802764210744,4.420399043957186
307,56.0,-7.0,80.0,33.0,105.0,Missouri,St. Louis,2965000.0,29,65000,"St. Louis city, Missouri",318955.0,34.2,34582.0,23048.0,84785.0,26.582119734758823,7.639635685284758
308,56.0,-10.0,81.0,32.0,106.0,Missouri,Springfield,2970000.0,29,70000,"Springfield city, Missouri",161189.0,32.9,32333.0,20634.0,38395.0,23.819863638337605,5.366371154359168
309,49.0,-21.0,76.0,23.0,103.0,Montana,Billings,3006550.0,30,06550,"Billings city, Montana",105864.0,37.4,48908.0,27544.0,14441.0,13.641086677246278,2.854605909468752
310,47.0,-19.0,72.0,22.0,104.0,Montana,Missoula,3050200.0,30,50200,"Missoula city, Montana",67710.0,31.5,40682.0,24884.0,13428.0,19.831634913602127,5.619553980209718
311,52.0,-19.0,80.0,26.0,105.0,Nebraska,Lincoln,3128000.0,31,28000,"Lincoln city, Nebraska",262365.0,31.9,49113.0,26188.0,40973.0,15.61679339850971,3.8766603777180646
312,53.0,-12.0,79.0,29.0,103.0,Nebraska,Omaha,3137000.0,31,37000,"Omaha city, Nebraska",422499.0,33.9,48052.0,27165.0,68464.0,16.20453539535005,4.159773159226412
313,73.0,23.0,92.0,51.0,115.0,Nevada,Henderson,3231900.0,32,31900,"Henderson city, Nevada",261953.0,40.9,64489.0,33448.0,25532.0,9.74678663729753,5.639943043217676
314,71.0,24.0,91.0,50.0,114.0,Nevada,Las Vegas,3240000.0,32,40000,"Las Vegas city, Nevada",591496.0,36.3,51143.0,25607.0,100024.0,16.910342588960873,7.020334879694875
315,71.0,22.0,92.0,49.0,115.0,Nevada,North Las Vegas,3251800.0,32,51800,"North Las Vegas city, Nevada",219725.0,30.5,53751.0,20895.0,34586.0,15.740584821936512,6.214131300489248
316,57.0,-6.0,82.0,33.0,104.0,Nevada,Reno,3260600.0,32,60600,"Reno city, Nevada",228442.0,34.4,46770.0,26472.0,41572.0,18.198054648444682,6.0334789574596615
317,57.0,-6.0,82.0,33.0,104.0,Nevada,Sparks,3268400.0,32,68400,"Sparks city, Nevada",91168.0,37.1,52581.0,25540.0,11837.0,12.983722358722359,6.110696735696735
318,49.0,-10.0,74.0,29.0,100.0,New Hampshire,Manchester,3345140.0,33,45140,"Manchester city, New Hampshire",109942.0,36.1,54496.0,28055.0,15281.0,13.899146822870241,4.77160684724673
319,48.0,-15.0,75.0,27.0,102.0,New Hampshire,Nashua,3350260.0,33,50260,"Nashua city, New Hampshire",86766.0,38.2,64661.0,32874.0,9165.0,10.562893299218588,5.0157895950026505
320,56.0,3.0,79.0,38.0,103.0,New Jersey,Camden,3410000.0,34,10000,"Camden city, New Jersey",77356.0,29.1,26202.0,13385.0,29728.0,38.430115311029525,10.034127928021098
321,54.0,1.0,78.0,36.0,103.0,New Jersey,Clifton,3413690.0,34,13690,"Clifton city, New Jersey",84591.0,37.5,66382.0,30803.0,7479.0,8.841366102776892,4.519393316073814
322,55.0,1.0,79.0,37.0,108.0,New Jersey,Newark,3451000.0,34,51000,"Newark city, New Jersey",277357.0,32.3,33960.0,16972.0,77198.0,27.833442098090188,9.409894107594184
323,54.0,1.0,78.0,36.0,103.0,New Jersey,Passaic,3456550.0,34,56550,"Passaic city, New Jersey",70172.0,28.8,32159.0,14881.0,21078.0,30.03762184347033,4.595850196659637
324,52.0,-1.0,76.0,32.0,102.0,New Jersey,Paterson,3457000.0,34,57000,"Paterson city, New Jersey",145920.0,32.3,32707.0,15876.0,41975.0,28.76576206140351,5.278234649122807
325,54.0,-1.0,78.0,34.0,105.0,New Jersey,Trenton,3474000.0,34,74000,"Trenton city, New Jersey",84609.0,33.2,36662.0,17532.0,21288.0,25.160443924405204,8.858395678946684
326,54.0,1.0,78.0,36.0,103.0,New Jersey,Union City,3474630.0,34,74630,"Union City city, New Jersey",67233.0,34.0,40763.0,19475.0,16307.0,24.254458376095073,7.521603974238841
327,60.0,-6.0,81.0,37.0,102.0,New Mexico,Albuquerque,3502000.0,35,02000,"Albuquerque city, New Mexico",549812.0,35.4,47989.0,26769.0,97304.0,17.697685754403324,4.320931518409929
328,53.0,-11.0,78.0,29.0,100.0,New Mexico,Rio Rancho,3563460.0,35,63460,"Rio Rancho city, New Mexico",89098.0,36.4,59883.0,27311.0,10082.0,11.315629980470941,3.8003097712631035
329,64.0,0.0,86.0,40.0,106.0,New Mexico,Las Cruces,3539380.0,35,39380,"Las Cruces city, New Mexico",99186.0,31.7,40040.0,21460.0,22265.0,22.447724477244773,5.418103361361482
330,56.0,3.0,78.0,39.0,104.0,New York,Mount Vernon,3649121.0,36,49121,"Mount Vernon city, New York",67653.0,37.7,49328.0,27454.0,10672.0,15.774614577328427,7.837050832926847
331,56.0,3.0,78.0,39.0,104.0,New York,New Rochelle,3650617.0,36,50617,"New Rochelle city, New York",77820.0,38.4,67094.0,40705.0,9299.0,11.949370341814443,4.442302749935749
332,54.0,3.0,75.0,38.0,103.0,New York,New York,3651000.0,36,51000,"New York city, New York",8268999.0,35.6,52259.0,32010.0,1653857.0,20.000691740318267,5.453973328573386
333,51.0,-12.0,75.0,28.0,99.0,New York,Schenectady,3665508.0,36,65508,"Schenectady city, New York",65990.0,34.6,38381.0,20467.0,14994.0,22.721624488558874,5.750871344143052
334,48.0,-17.0,74.0,26.0,101.0,New York,Syracuse,3673000.0,36,73000,"Syracuse city, New York",144742.0,29.4,31365.0,19121.0,45605.0,31.50778626798027,5.62725401058435
335,55.0,-1.0,78.0,35.0,98.0,North Carolina,Asheville,3702140.0,37,02140,"Asheville city, North Carolina",84883.0,38.0,42016.0,26912.0,16398.0,19.318355854529177,4.755958201288833
336,59.0,4.0,83.0,39.0,105.0,North Carolina,Cary,3710740.0,37,10740,"Cary town, North Carolina",141292.0,36.4,90250.0,41554.0,8663.0,6.131274240579792,2.9286866913908787
337,60.0,6.0,83.0,39.0,104.0,North Carolina,Charlotte,3712000.0,37,12000,"Charlotte city, North Carolina",757278.0,33.5,52375.0,31556.0,127166.0,16.792512128967168,6.2953103087637565
338,59.0,7.0,82.0,39.0,100.0,North Carolina,Concord,3714100.0,37,14100,"Concord city, North Carolina",80715.0,35.5,53337.0,25897.0,10045.0,12.445022610419377,6.4634826240475745
339,59.0,4.0,83.0,39.0,105.0,North Carolina,Durham,3719000.0,37,19000,"Durham city, North Carolina",234922.0,32.4,49160.0,28565.0,45149.0,19.218719404738593,4.754343995028137
340,61.0,8.0,84.0,41.0,103.0,North Carolina,Fayetteville,3722920.0,37,22920,"Fayetteville city, North Carolina",201755.0,30.0,44900.0,23409.0,33559.0,16.633540680528363,5.864538673143168
341,59.0,6.0,82.0,39.0,105.0,North Carolina,Gastonia,3725580.0,37,25580,"Gastonia city, North Carolina",72300.0,36.6,40053.0,21531.0,15807.0,21.863070539419088,6.7704011065006915
342,58.0,5.0,81.0,38.0,100.0,North Carolina,Greensboro,3728000.0,37,28000,"Greensboro city, North Carolina",273228.0,34.2,41120.0,25861.0,53329.0,19.518131377457653,5.615090693486758
343,60.0,-4.0,82.0,39.0,100.0,North Carolina,Greenville,3728080.0,37,28080,"Greenville city, North Carolina",86249.0,26.1,35137.0,22836.0,24229.0,28.091919906317756,6.8766014678431056
344,58.0,5.0,81.0,38.0,100.0,North Carolina,High Point,3731400.0,37,31400,"High Point city, North Carolina",105723.0,35.7,43083.0,22940.0,22048.0,20.854497129290692,6.552973335981764
345,61.0,9.0,83.0,42.0,99.0,North Carolina,Jacksonville,3734200.0,37,34200,"Jacksonville city, North Carolina",69415.0,23.3,42459.0,21210.0,8242.0,11.87351437009292,3.323489159403587
346,59.0,4.0,83.0,39.0,105.0,North Carolina,Raleigh,3755000.0,37,55000,"Raleigh city, North Carolina",414530.0,32.2,54448.0,30470.0,64072.0,15.456541142981207,4.918582491013919
347,64.0,11.0,85.0,42.0,103.0,North Carolina,Wilmington,3774440.0,37,74440,"Wilmington city, North Carolina",108530.0,34.6,41573.0,29017.0,24291.0,22.381829908780983,6.436008476918825
348,58.0,4.0,80.0,39.0,102.0,North Carolina,Winston-Salem,3775000.0,37,75000,"Winston-Salem city, North Carolina",232219.0,34.6,40148.0,24858.0,51700.0,22.263466813654354,5.804434606987369
349,43.0,-33.0,70.0,17.0,100.0,North Dakota,Fargo,3825700.0,38,25700,"Fargo city, North Dakota",108371.0,30.2,45458.0,29261.0,16977.0,15.66563010399461,2.989729724741859
350,51.0,-11.0,75.0,29.0,98.0,Ohio,Akron,3901000.0,39,01000,"Akron city, Ohio",199038.0,36.0,33909.0,19968.0,53304.0,26.780815723630663,7.795998754006773
351,50.0,-11.0,75.0,29.0,101.0,Ohio,Canton,3912000.0,39,12000,"Canton city, Ohio",73027.0,35.0,30209.0,16669.0,22340.0,30.591425089350516,7.320580059430074
352,53.0,-16.0,78.0,31.0,99.0,Ohio,Cincinnati,3915000.0,39,15000,"Cincinnati city, Ohio",297150.0,32.3,34116.0,24779.0,86686.0,29.172471815581357,6.660272589601211
353,52.0,-10.0,76.0,35.0,97.0,Ohio,Cleveland,3916000.0,39,16000,"Cleveland city, Ohio",394335.0,36.0,26217.0,16992.0,135926.0,34.46967679764667,9.23580204648332
354,53.0,-10.0,78.0,32.0,101.0,Ohio,Columbus,3918000.0,39,18000,"Columbus city, Ohio",800594.0,31.8,44072.0,24351.0,174607.0,21.809681311626118,5.3023130325733145
355,52.0,-12.0,77.0,30.0,99.0,Ohio,Dayton,3921000.0,39,21000,"Dayton city, Ohio",143446.0,33.2,28456.0,16494.0,44929.0,31.321194038174646,8.34530067063564
356,51.0,-12.0,76.0,31.0,98.0,Ohio,Parma,3961000.0,39,61000,"Parma city, Ohio",81055.0,42.0,49654.0,24713.0,8667.0,10.692739497871816,4.970698908148788
357,50.0,-13.0,75.0,29.0,100.0,Ohio,Toledo,3977000.0,39,77000,"Toledo city, Ohio",285459.0,34.8,33317.0,18760.0,75657.0,26.503630994293403,8.439040282492407
358,49.0,-13.0,75.0,27.0,98.0,Ohio,Youngstown,3988000.0,39,88000,"Youngstown city, Ohio",66511.0,38.9,24454.0,14876.0,22271.0,33.48468674354618,8.00920148546857
359,60.0,-13.0,85.0,37.0,111.0,Oklahoma,Broken Arrow,4009050.0,40,09050,"Broken Arrow city, Oklahoma",100464.0,36.0,65484.0,29103.0,7685.0,7.649506290810638,3.1404284121675428
360,61.0,-16.0,86.0,37.0,111.0,Oklahoma,Edmond,4023200.0,40,23200,"Edmond city, Oklahoma",83390.0,35.7,71215.0,38011.0,7974.0,9.562297637606427,2.5758484230723107
361,62.0,-2.0,87.0,39.0,109.0,Oklahoma,Lawton,4041850.0,40,41850,"Lawton city, Oklahoma",97147.0,30.1,43269.0,21146.0,16381.0,16.862074999742656,4.126735771562683
362,61.0,0.0,85.0,38.0,109.0,Oklahoma,Norman,4052500.0,40,52500,"Norman city, Oklahoma",113743.0,30.2,49038.0,27749.0,18879.0,16.597944488891624,3.207230335053586
363,60.0,-6.0,86.0,38.0,113.0,Oklahoma,Oklahoma City,4055000.0,40,55000,"Oklahoma City city, Oklahoma",590995.0,33.6,45824.0,25640.0,105777.0,17.898120965490403,3.4792172522610176
364,61.0,-11.0,86.0,37.0,112.0,Oklahoma,Tulsa,4075000.0,40,75000,"Tulsa city, Oklahoma",393709.0,34.9,41241.0,27089.0,77516.0,19.688653294692273,4.064169221430041
365,54.0,7.0,76.0,34.0,106.0,Oregon,Beaverton,4105350.0,41,05350,"Beaverton city, Oregon",91383.0,35.2,56107.0,30250.0,12499.0,13.677598678091112,5.7450510488821775
366,54.0,-10.0,77.0,32.0,105.0,Oregon,Bend,4105800.0,41,05800,"Bend city, Oregon",78128.0,37.8,53027.0,29650.0,9953.0,12.739350808928938,5.1146835961499075
367,54.0,-10.0,77.0,34.0,106.0,Oregon,Eugene,4123850.0,41,23850,"Eugene city, Oregon",157318.0,34.2,42167.0,26017.0,36511.0,23.208405903965218,5.828322251744874
368,56.0,15.0,76.0,38.0,105.0,Oregon,Gresham,4131250.0,41,31250,"Gresham city, Oregon",107196.0,34.2,47417.0,21553.0,20835.0,19.436359565655437,6.318332773610956
369,54.0,7.0,76.0,34.0,106.0,Oregon,Hillsboro,4134100.0,41,34100,"Hillsboro city, Oregon",93880.0,32.2,65158.0,27502.0,12600.0,13.42138900724329,5.414358755858543
370,58.0,3.0,83.0,36.0,112.0,Oregon,Medford,4147000.0,41,47000,"Medford city, Oregon",75902.0,37.8,41513.0,22963.0,15432.0,20.33148006640141,5.935284972727992
371,56.0,12.0,77.0,39.0,106.0,Oregon,Portland,4159000.0,41,59000,"Portland city, Oregon",594687.0,36.3,52657.0,31839.0,103514.0,17.406467603966455,5.939763270426291
372,56.0,8.0,78.0,36.0,108.0,Oregon,Salem,4164900.0,41,64900,"Salem city, Oregon",156937.0,35.0,45971.0,23316.0,27772.0,17.69627302675596,6.3261053798658065
373,52.0,-4.0,77.0,30.0,104.0,Pennsylvania,Allentown,4202000.0,42,02000,"Allentown city, Pennsylvania",118285.0,32.4,35560.0,17235.0,31479.0,26.612841864987107,7.301010271801158
374,52.0,-4.0,77.0,30.0,104.0,Pennsylvania,Bethlehem,4206088.0,42,06088,"Bethlehem city, Pennsylvania",75030.0,35.3,46292.0,23827.0,13604.0,18.131414101026255,4.8327335732373715
375,50.0,-18.0,75.0,30.0,96.0,Pennsylvania,Erie,4224000.0,42,24000,"Erie city, Pennsylvania",101324.0,33.7,33049.0,18907.0,26827.0,26.476451778453278,5.626505072835656
376,55.0,2.0,79.0,36.0,105.0,Pennsylvania,Philadelphia,4260000.0,42,60000,"Philadelphia city, Pennsylvania",1536704.0,33.6,37192.0,22279.0,395789.0,25.755708321186123,7.159413914455874
377,52.0,-8.0,76.0,31.0,95.0,Pennsylvania,Pittsburgh,4261000.0,42,61000,"Pittsburgh city, Pennsylvania",306062.0,33.4,39195.0,26892.0,63807.0,20.847736733080225,5.075768961844332
378,53.0,-1.0,77.0,33.0,106.0,Pennsylvania,Reading,4263624.0,42,63624,"Reading city, Pennsylvania",87978.0,29.4,26777.0,13306.0,33151.0,37.68101116188138,9.056809656959695
379,50.0,-8.0,75.0,28.0,98.0,Pennsylvania,Scranton,4269000.0,42,69000,"Scranton city, Pennsylvania",75982.0,37.8,38463.0,20244.0,14492.0,19.07293832749862,4.46158300650154
380,51.0,-5.0,75.0,32.0,101.0,Rhode Island,Cranston,4419180.0,44,19180,"Cranston city, Rhode Island",80470.0,41.1,60283.0,29267.0,7740.0,9.61849136324096,5.508885298869144
381,49.0,-8.0,74.0,28.0,97.0,Rhode Island,Pawtucket,4454640.0,44,54640,"Pawtucket city, Rhode Island",71163.0,37.3,40379.0,21637.0,13599.0,19.109649677500947,7.297331478436828
382,51.0,-5.0,75.0,32.0,101.0,Rhode Island,Providence,4459000.0,44,59000,"Providence city, Rhode Island",178056.0,28.8,37632.0,21676.0,47500.0,26.677000494226537,7.586938940558027
383,51.0,-5.0,75.0,32.0,101.0,Rhode Island,Warwick,4474300.0,44,74300,"Warwick city, Rhode Island",82378.0,44.2,62295.0,33474.0,5899.0,7.160892471290879,5.261113404064192
384,65.0,16.0,86.0,46.0,99.0,South Carolina,Charleston,4513330.0,45,13330,"Charleston city, South Carolina",123267.0,32.8,51737.0,32131.0,22919.0,18.59297297735809,4.5259477394598715
385,63.0,16.0,86.0,45.0,106.0,South Carolina,Columbia,4516000.0,45,16000,"Columbia city, South Carolina",131004.0,28.5,41344.0,24779.0,24612.0,18.787212604195293,5.786082867698696
386,65.0,16.0,86.0,46.0,99.0,South Carolina,Mount Pleasant,4548535.0,45,48535,"Mount Pleasant town, South Carolina",70131.0,38.1,76085.0,40870.0,5628.0,8.024981819737349,3.5747387032838547
387,65.0,16.0,86.0,46.0,99.0,South Carolina,North Charleston,4550875.0,45,50875,"North Charleston city, South Carolina",100018.0,30.8,39322.0,19717.0,22201.0,22.19700453918295,6.407846587614229
388,59.0,6.0,82.0,39.0,103.0,South Carolina,Rock Hill,4561405.0,45,61405,"Rock Hill city, South Carolina",67390.0,31.9,42550.0,22416.0,12010.0,17.821635257456595,6.6033536132957416
389,47.0,-18.0,77.0,22.0,104.0,South Dakota,Rapid City,4652980.0,46,52980,"Rapid City city, South Dakota",69000.0,36.2,46370.0,26412.0,10652.0,15.43768115942029,3.471014492753623
390,46.0,-30.0,73.0,20.0,101.0,South Dakota,Sioux Falls,4659020.0,46,59020,"Sioux Falls city, South Dakota",157675.0,33.7,51672.0,27559.0,17088.0,10.837482162676391,2.645948945615982
391,61.0,5.0,83.0,41.0,107.0,Tennessee,Chattanooga,4714000.0,47,14000,"Chattanooga city, Tennessee",170246.0,37.3,38064.0,23847.0,39146.0,22.993785463388274,5.954912303372766
392,58.0,-9.0,81.0,36.0,105.0,Tennessee,Clarksville,4715160.0,47,15160,"Clarksville city, Tennessee",137145.0,28.5,47092.0,21079.0,24168.0,17.6222246527398,4.9874220715301325
393,59.0,2.0,81.0,38.0,105.0,Tennessee,Knoxville,4740000.0,47,40000,"Knoxville city, Tennessee",180830.0,34.1,33595.0,23336.0,39583.0,21.88962008516286,4.2393408173422555
394,63.0,9.0,84.0,42.0,104.0,Tennessee,Memphis,4748000.0,47,48000,"Memphis city, Tennessee",650932.0,33.2,36912.0,21454.0,170736.0,26.229467901409055,7.092599534206338
395,58.0,3.0,83.0,35.0,112.0,Tennessee,Murfreesboro,4751560.0,47,51560,"Murfreesboro city, Tennessee",111814.0,29.9,49358.0,25443.0,18766.0,16.783229291501957,5.126370579712737
396,60.0,4.0,83.0,37.0,107.0,Tennessee,Nashville,4752006.0,47,52006,"Nashville-Davidson metropolitan government (balance), Tennessee",614908.0,33.8,46686.0,27356.0,111947.0,18.20548765018507,4.9456178810488725
397,64.0,8.0,86.0,42.0,106.0,Texas,Allen,4801924.0,48,01924,"Allen city, Texas",87213.0,35.1,101636.0,39077.0,4622.0,5.299668627383532,3.1337071308176534
398,57.0,-6.0,87.0,33.0,107.0,Texas,Amarillo,4803000.0,48,03000,"Amarillo city, Texas",193153.0,33.5,45984.0,24156.0,33304.0,17.242289790994704,2.807618830667916
399,66.0,12.0,88.0,44.0,108.0,Texas,Arlington,4804000.0,48,04000,"Arlington city, Texas",371267.0,32.0,52933.0,25456.0,61097.0,16.45635082029914,5.034112916041555
400,67.0,10.0,90.0,44.0,110.0,Texas,Austin,4805000.0,48,05000,"Austin city, Texas",836800.0,31.5,53946.0,31990.0,155996.0,18.641969407265773,4.356716061185469
401,70.0,21.0,88.0,53.0,104.0,Texas,Baytown,4806128.0,48,06128,"Baytown city, Texas",73043.0,31.8,46939.0,21262.0,14707.0,20.134715167777884,5.421464069109977
402,68.0,18.0,87.0,49.0,103.0,Texas,Beaumont,4807000.0,48,07000,"Beaumont city, Texas",117478.0,34.3,39526.0,23579.0,25884.0,22.033061509388993,5.141388174807198
403,73.0,28.0,91.0,55.0,105.0,Texas,Brownsville,4810768.0,48,10768,"Brownsville city, Texas",177795.0,29.2,32105.0,13947.0,62048.0,34.898619196265365,4.602491633622993
404,67.0,16.0,88.0,45.0,112.0,Texas,Bryan,4810912.0,48,10912,"Bryan city, Texas",77139.0,28.7,38356.0,19816.0,20948.0,27.156172623445986,4.931357678995061
405,67.0,12.0,87.0,47.0,106.0,Texas,Carrollton,4813024.0,48,13024,"Carrollton city, Texas",122613.0,36.2,68811.0,31709.0,11645.0,9.497361617446764,3.9710308042377234
406,68.0,18.0,87.0,47.0,105.0,Texas,College Station,4815976.0,48,15976,"College Station city, Texas",96000.0,22.6,31596.0,20799.0,30481.0,31.751041666666666,3.9947916666666665
407,71.0,24.0,91.0,52.0,107.0,Texas,Corpus Christi,4817000.0,48,17000,"Corpus Christi city, Texas",308993.0,34.4,47481.0,24002.0,55002.0,17.800403245380963,3.9502513001912667
408,67.0,12.0,88.0,45.0,108.0,Texas,Dallas,4819000.0,48,19000,"Dallas city, Texas",1222167.0,32.0,42846.0,27426.0,286669.0,23.45579613915283,4.8499918587230715
409,64.0,7.0,87.0,41.0,108.0,Texas,Denton,4819972.0,48,19972,"Denton city, Texas",117895.0,27.5,48182.0,24089.0,22089.0,18.736163535349252,5.593960727766233
410,75.0,25.0,95.0,54.0,108.0,Texas,Edinburg,4822660.0,48,22660,"Edinburg city, Texas",77415.0,27.9,41891.0,17103.0,19727.0,25.48214170380417,4.904734224633469
411,68.0,1.0,89.0,45.0,109.0,Texas,El Paso,4824000.0,48,24000,"El Paso city, Texas",660795.0,32.3,41406.0,19669.0,140275.0,21.228217525859,3.7746956317768747
412,68.0,12.0,89.0,46.0,111.0,Texas,Fort Worth,4827000.0,48,27000,"Fort Worth city, Texas",761092.0,31.5,51315.0,24489.0,144181.0,18.94396472436972,4.578421531168374
413,67.0,12.0,87.0,47.0,106.0,Texas,Frisco,4827684.0,48,27684,"Frisco city, Texas",123663.0,34.5,108284.0,42307.0,5409.0,4.3739841343004775,2.725148184986617
414,67.0,12.0,87.0,47.0,106.0,Texas,Garland,4829000.0,48,29000,"Garland city, Texas",230177.0,33.5,51842.0,21633.0,37085.0,16.11151418256385,5.3867241296914985
415,67.0,16.0,88.0,47.0,109.0,Texas,Grand Prairie,4830464.0,48,30464,"Grand Prairie city, Texas",178195.0,31.5,53927.0,22452.0,27655.0,15.519515137910716,4.920452313476809
416,69.0,21.0,89.0,50.0,105.0,Texas,Houston,4835000.0,48,35000,"Houston city, Texas",2134707.0,32.4,45010.0,27305.0,480971.0,22.531007768279206,4.896222291864879
417,67.0,12.0,89.0,45.0,109.0,Texas,Irving,4837000.0,48,37000,"Irving city, Texas",220856.0,31.6,50778.0,27040.0,35421.0,16.038051943347703,4.750153946462854
418,67.0,12.0,89.0,45.0,110.0,Texas,Killeen,4839148.0,48,39148,"Killeen city, Texas",131237.0,27.7,45895.0,19986.0,21624.0,16.477060585048424,5.276713122061614
419,77.0,23.0,99.0,52.0,111.0,Texas,Laredo,4841464.0,48,41464,"Laredo city, Texas",240524.0,28.2,40041.0,14797.0,73013.0,30.35580648916532,2.783506011874075
420,70.0,21.0,87.0,51.0,103.0,Texas,League City,4841980.0,48,41980,"League City city, Texas",86136.0,35.1,89339.0,38460.0,4298.0,4.98978359803102,3.0428624500789447
421,67.0,12.0,87.0,47.0,106.0,Texas,Lewisville,4842508.0,48,42508,"Lewisville city, Texas",97462.0,31.6,58580.0,28524.0,9495.0,9.742258521269829,3.523424514169625
422,65.0,0.0,87.0,44.0,108.0,Texas,Longview,4843888.0,48,43888,"Longview city, Texas",81435.0,34.3,43466.0,23375.0,13485.0,16.559219009025604,3.563578313992755
